Class Index,Title,Description,desc_length,clean_desc
4,Google Strikes Deals for Library Content,"Google reached agreements with several major research libraries to digitize the content of thousands of books in their archives, adding momentum to the search giant #39;s effort to catalog vast amounts of offline information in addition to Web pages, the ",40,googl reach agreement sever major research librari digit content thousand book archiv ad momentum search giant 39 effort catalog vast amount offlin inform addit web page
1,Angry Putin rejects public Beslan inquiry,"The Russian president, Vladimir Putin, refused on Monday to order a public inquiry into last week #39;s siege and massacre at a middle school in the southern town of Beslan ",30,russian presid vladimir putin refus monday order public inquiri last week 39 sieg massacr middl school southern town beslan
1,"After 68 weeks, inflation returns to HK","HONG KONG, AUGUST 25 : After years of steadily falling prices that dragged down salaries and destroyed the value of many apartments, inflation has finally returned here, government statisticians announced early this week.",33,hong kong august 25 year steadili fall price drag salari destroy valu mani apart inflat final return govern statistician announc earli week
2,Boston Prepares For Red Sox Parade,Boston Police Commissioner Kathleen O #39;Toole said officials chose not to hold a rally for the Red Sox on City Hall Plaza because of fears that it could create a  quot;dangerous situation.,32,boston polic commission kathleen 39tool said offici chose hold ralli red sox citi hall plaza fear could creat quotdanger situat
1,Mutilated body of woman found,FALLUJAH: US Marines yesterday found the mutilated body of what they believe was a Western woman during a sweep of a street in central Fallujah.,25,fallujah us marin yesterday found mutil bodi believ western woman sweep street central fallujah
1,Narrow rule feared after Russia lifts leader limits,"MOSCOW -- The Duma, Russia's lower house of parliament, voted yesterday to overturn a ban on political party leaders becoming ministers, raising fears that Soviet-style one-party rule could make a comeback.",31,moscow duma russia lower hous parliament vote yesterday overturn ban polit parti leader becom minist rais fear sovietstyl oneparti rule could make comeback
3,Oil prices close above 50 dollars for the first time,"NEW YORK For the first time, oil has settled the day priced at more than 50 dollars a barrel. In New York, crude for November delivery rose 48 cents and closed at a record 50 dollars, 12 cents a barrel.",40,new york first time oil settl day price 50 dollar barrel new york crude novemb deliveri rose 48 cent close record 50 dollar 12 cent barrel
3,"WPP Profit Up 11, Aided by Global Advertising Upturn","The WPP Group, the world #39;s second-largest advertising and marketing company, reported on Friday that profit for the first half of the year rose 11 percent, providing further ",28,wpp group world 39 secondlargest advertis market compani report friday profit first half year rose 11 percent provid
4,LiveWire: Advertisers Play with Web Films," NEW YORK (Reuters) - When the manager of a coin-operated  laundry seduces a mother and daughter and convinces them to  skip town, there's bound to be trouble, or perhaps a movie  plot.",32,new york reuter manag coinoper laundri seduc mother daughter convinc skip town there bound troubl perhap movi plot
1,Jaguar's Coventry plant to close,"Jaguar's historic Brown's Lane factory in Coventry is to close, Ford has confirmed, with 400 jobs expected to be lost.",20,jaguar histor brown lane factori coventri close ford confirm 400 job expect lost
2,Star British rower Matthew Pinsent retires after four Olympic gold,"HENLEY-ON-THAMES, England (CP) - British rower Matthew Pinsent is passing up a chance for a record-equalling fifth Olympic gold medal.",20,henleyontham england cp british rower matthew pinsent pass chanc recordequal fifth olymp gold medal
2,Late Inter strikes deny Juve,Late goals from Christian Vieri and Adriano brought Inter from two down to grab a point with a 2-2 draw against leaders Juventus on Sunday.,25,late goal christian vieri adriano brought inter two grab point 22 draw leader juventu sunday
2,Astros' Clemens Leaves Game Against Phillies, PHILADELPHIA (Sports Network) - Houston starting pitcher  Roger Clemens left Wednesday's 9-8 win over Philadelphia with a  strained right calf.,20,philadelphia sport network houston start pitcher roger clemen left wednesday 98 win philadelphia strain right calf
4,E-Vote Vendors Hand Over Software,"In an effort to increase the integrity of next week #39;s presidential election, five voting machine makers agreed for the first time to submit their software programs to the National Software Reference Library for safekeeping, federal officials said on ",39,effort increas integr next week 39 presidenti elect five vote machin maker agre first time submit softwar program nation softwar refer librari safekeep feder offici said
1,India raps backing for rebels,"NEW DELHI: Pakistan is continuing to send militants into Kashmir to support an insurgency there, but at lower levels than in the past, Indian intelligence sources and military officials said yesterday.",31,new delhi pakistan continu send milit kashmir support insurg lower level past indian intellig sourc militari offici said yesterday
4,"Dell to recall 990,000 laptop adapters","Has recalled the power adapters due to a risk of overheating, which could lead to a fire or electrical shock. WASHINGTON: Dell Inc.",23,recal power adapt due risk overh could lead fire electr shock washington dell inc
4,Microsoft #39;s Media Launch Won #39;t Lift Earnings Yet,Goldman Sachs said new media offerings from Microsoft (nasdaq: MSFT - news - people )  quot;are not likely to be material to earnings this fiscal year and possibly longer.,29,goldman sach said new media offer microsoft nasdaq msft news peopl quotar like materi earn fiscal year possibl longer
4,Size Matters When It Comes to Nostrils (Reuters),"Reuters - Large nostrils count more than a big\nose when it come to smelling power, said German scientists on\Wednesday after completing a three-year-long study aimed at\treating smelling disorders.",28,reuter larg nostril count bignos come smell power said german scientist onwednesday complet threeyearlong studi aim attreat smell disord
1,"Kidnappers seize Egyptians, Iraqis ","BAGHDAD -- Kidnappers seized six Egyptians and four Iraqis working for the country's mobile phone company, authorities said yesterday, and Muslim leaders in Britain announced plans to send negotiators to Baghdad in hopes of winning the release of hostage Kenneth Bigley.",41,baghdad kidnapp seiz six egyptian four iraqi work countri mobil phone compani author said yesterday muslim leader britain announc plan send negoti baghdad hope win releas hostag kenneth bigley
1,"India, Pakistan discuss joint project, Kashmir",UNITED STATES NEW YORK -- The leaders of India and Pakistan yesterday hailed a new era in often-fraught relations between the two nuclear rivals and agreed to study a joint pipeline project and pursue solutions to the Kashmir conflict. The one-hour private meeting between President Pervez Musharraf of Pakistan and Prime Minister Manmohan Singh of India on the fringes of ...,61,unit state new york leader india pakistan yesterday hail new era oftenfraught relat two nuclear rival agre studi joint pipelin project pursu solut kashmir conflict onehour privat meet presid pervez musharraf pakistan prime minist manmohan singh india fring
3,Embattled Disney head reportedly endorses successor,Michael Eisner reportedly has told Walt Disney Co. directors that company President Robert Iger is his  quot;preferred choice quot; to succeed him as chief executive of the media ,28,michael eisner reportedli told walt disney co director compani presid robert iger quotpref choic quot succeed chief execut media
